Running with TEMP=0.0, sub_array_index=34
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 34: rows 16500 to 16999
GO Term: Negative Regulation Of Potassium Ion Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Non-Canonical Nf-Kappab Signal Transduction -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: Negative Regulation Of Non-Canonical Nf-Kappab Signal Transduction -> Biodomain: Immune Response, Proteostasis, Apoptosis, Endolysosome, Autophagy
GO Term: Positive Regulation Of Non-Canonical Nf-Kappab Signal Transduction -> Biodomain: Immune Response, Oxidative Stress, Apoptosis, Proteostasis, Autophagy
GO Term: (R)-Carnitine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Negative Regulation Of Lung Ciliated Cell Differentiation -> Biodomain: Unknown, Cell Cycle, Structural Stabilization, Proteostasis, Autophagy
GO Term: Positive Regulation Of Lung Ciliated Cell Differentiation -> Biodomain: Proteostasis, Autophagy, Apoptosis, Synapse, Immune Response
GO Term: Positive Regulation Of Lung Goblet Cell Differentiation -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Cell Cycle
GO Term: Negative Regulation Of Intracellular Transport Of Viral Material -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, APP Metabolism
GO Term: Positive Regulation Of Intracellular Transport Of Viral Material -> Biodomain: Immune Response, Endolysosome, Proteostasis, APP Metabolism, Autophagy
GO Term: Nucleotide-Excision Repair Involved In Interstrand Cross-Link Repair -> Biodomain: DNA Repair, Cellular Response to Stress, Oxidative Stress, Apoptosis, Unknown
GO Term: Regulation Of Macrophage Colony-Stimulating Factor Production -> Biodomain: Immune Response, Endolysosome, Proteostasis, Synapse, Vasculature
GO Term: Negative Regulation Of Macrophage Colony-Stimulating Factor Production -> Biodomain: Immune Response, Epigenetic, Proteostasis, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Macrophage Colony-Stimulating Factor Production -> Biodomain: Immune Response, Endolysosome, Proteostasis, APP Metabolism, Oxidative Stress
GO Term: Carbohydrate Derivative Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Endolysosome, Proteostasis
GO Term: Tartrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Succinyl-Coa Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Succinyl-Coa Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Negative Regulation Of Double-Strand Break Repair Via Single-Strand Annealing -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Epigenetic, Cell Cycle
GO Term: Nucleoside Phosphate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Nucleoside Phosphate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Negative Regulation Of Hydrogen Peroxide-Mediated Programmed Cell Death -> Biodomain: Oxidative Stress, Apoptosis, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Positive Regulation Of Hydrogen Peroxide-Mediated Programmed Cell Death -> Biodomain: Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism
GO Term: Regulation Of Cargo Loading Into Copii-Coated Vesicle -> Biodomain: Proteostasis, APP Metabolism, Endolysosome, Autophagy, Synapse
GO Term: Negative Regulation Of Cargo Loading Into Copii-Coated Vesicle -> Biodomain: Proteostasis, Endolysosome, APP Metabolism, Autophagy, Lipid Metabolism
GO Term: Positive Regulation Of Spermidine Biosynthetic Process -> Biodomain: Autophagy, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress
GO Term: Regulation Of Flagellated Sperm Motility -> Biodomain: Structural Stabilization, Unknown, Unknown, Unknown, Unknown
GO Term: Negative Regulation Of Flagellated Sperm Motility -> Biodomain: Tau Homeostasis, Cell Cycle, Proteostasis, Autophagy, Unknown
GO Term: Response To Tacrolimus -> Biodomain: Immune Response, Tau Homeostasis, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Regulation Of Odontoblast Differentiation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Autophagy, Unknown
GO Term: Negative Regulation Of Odontoblast Differentiation -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Synapse, Apoptosis
GO Term: Positive Regulation Of Odontoblast Differentiation -> Biodomain: Cell Cycle, Proteostasis, Autophagy, Structural Stabilization, Unknown
GO Term: Lactone Catabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Negative Regulation Of Store-Operated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Store-Operated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Vasculature Development -> Biodomain: Vasculature, Immune Response, Lipid Metabolism, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Vasculature Development -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Negative Regulation Of Vasculature Development Involved In Avascular Cornea Development In Camera-Type Eye -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Endolysosome, Unknown
GO Term: Response To Rapamycin -> Biodomain: Autophagy, Proteostasis, Oxidative Stress, Immune Response, Apoptosis
GO Term: Heterocyclic Compound Binding -> Biodomain: Epigenetic, Metal Binding and Homeostasis, Proteostasis, Mitochondrial Metabolism, Oxidative Stress
GO Term: Lipid Hydroperoxide Transport -> Biodomain: Lipid Metabolism, Oxidative Stress, Endolysosome, Proteostasis, Immune Response
GO Term: Regulation Of Potassium Ion Transmembrane Transport -> Biodomain: Synapse, Oxidative Stress, Proteostasis, Tau Homeostasis, Metal Binding and Homeostasis
GO Term: Negative Regulation Of Potassium Ion Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Unknown
GO Term: Positive Regulation Of Potassium Ion Transmembrane Transport -> Biodomain: Synapse, Oxidative Stress, Metal Binding and Homeostasis, Proteostasis, Apoptosis
GO Term: Regulation Of Chorionic Trophoblast Cell Proliferation -> Biodomain: Cell Cycle, Apoptosis, Vasculature, Immune Response, Unknown
GO Term: Negative Regulation Of Chorionic Trophoblast Cell Proliferation -> Biodomain: Unknown, Cell Cycle, Proteostasis, Apoptosis, Immune Response
GO Term: Positive Regulation Of Chorionic Trophoblast Cell Proliferation -> Biodomain: Cell Cycle, Structural Stabilization, Immune Response, Vasculature, Proteostasis
GO Term: Regulation Of Voltage-Gated Calcium Channel Activity -> Biodomain: Synapse, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Negative Regulation Of Voltage-Gated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Voltage-Gated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Azole Transmembrane Transporter Activity -> Biodomain: Proteostasis, Endolysosome, Oxidative Stress, Immune Response, APP Metabolism
GO Term: Pyruvate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Oleate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Lymphangiogenesis -> Biodomain: Vasculature, Immune Response, Endolysosome, Proteostasis, Autophagy
GO Term: Positive Regulation Of Lymphangiogenesis -> Biodomain: Vasculature, Immune Response, Proteostasis, Structural Stabilization, Endolysosome
GO Term: Regulation Of Cysteine Metabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis, Mitochondrial Metabolism
GO Term: Response To Diphenyl Ether -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, Endolysosome, Apoptosis
GO Term: Carbohydrate Derivative Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis
GO Term: Regulation Of Endothelial Tube Morphogenesis -> Biodomain: Vasculature, Immune Response, Oxidative Stress, Endolysosome, Lipid Metabolism
GO Term: Regulation Of Mitophagy -> Biodomain: Autophagy, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Negative Regulation Of Mitophagy -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress, Synapse
GO Term: Positive Regulation Of Mitophagy -> Biodomain: Mitochondrial Metabolism, Autophagy, Proteostasis, Oxidative Stress, Tau Homeostasis
GO Term: Positive Regulation Of Anion Channel Activity -> Biodomain: Synapse, Oxidative Stress, Endolysosome, Mitochondrial Metabolism, Proteostasis
GO Term: Regulation Of Hematopoietic Progenitor Cell Differentiation -> Biodomain: Immune Response, Vasculature, Endolysosome, Proteostasis, Apoptosis
GO Term: Negative Regulation Of Hematopoietic Progenitor Cell Differentiation -> Biodomain: Immune Response, Vasculature, Cell Cycle, Apoptosis, Endolysosome
GO Term: Positive Regulation Of Hematopoietic Progenitor Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Vasculature, Endolysosome, Autophagy
GO Term: Response To Fenofibrate -> Biodomain: Lipid Metabolism, Tau Homeostasis, Oxidative Stress, Immune Response, Mitochondrial Metabolism
GO Term: Response To Metformin -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, APP Metabolism
GO Term: Response To Paraquat -> Biodomain: Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Proteostasis, Immune Response
GO Term: Fatty Acid Derivative Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Immune Response
GO Term: Fatty Acid Derivative Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Fatty Acid Derivative Transport -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Dendritic Microtubule -> Biodomain: Structural Stabilization, Tau Homeostasis, Synapse, Proteostasis, Autophagy
GO Term: Response To Capsazepine -> Biodomain: Immune Response, Oxidative Stress, Proteostasis, Endolysosome, Apoptosis
GO Term: Alpha-Amino Acid Metabolic Process -> Biodomain: Proteostasis, APP Metabolism, Endolysosome, Autophagy, Mitochondrial Metabolism
GO Term: Positive Regulation Of Vesicle Transport Along Microtubule -> Biodomain: Synapse, Endolysosome, Proteostasis, APP Metabolism, Autophagy
GO Term: Phosphatidylglycerol Binding -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Structural Stabilization, Oxidative Stress, Endolysosome
GO Term: Cardiolipin Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Apoptosis, Lipid Metabolism, Autophagy
GO Term: Negative Regulation Of Smoothened Signaling Pathway Involved In Dorsal/Ventral Neural Tube Patterning -> Biodomain: Synapse, Proteostasis, Autophagy, Cell Cycle, Immune Response
GO Term: Regulation Of Lymphocyte Chemotaxis -> Biodomain: Immune Response, Vasculature, Endolysosome, Autophagy, Proteostasis
GO Term: Negative Regulation Of Lymphocyte Chemotaxis -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Cellular Response To Ergosterol -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Structural Stabilization
GO Term: Regulation Of Postsynaptic Membrane Organization -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Tau Homeostasis, Endolysosome
GO Term: Negative Regulation Of Postsynaptic Membrane Organization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Tau Homeostasis, Endolysosome
GO Term: Positive Regulation Of Presynaptic Membrane Organization -> Biodomain: Synapse, Structural Stabilization, Endolysosome, Proteostasis, Tau Homeostasis
GO Term: Nucleoside Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, DNA Repair
GO Term: Negative Regulation Of Synoviocyte Proliferation -> Biodomain: Immune Response, Proteostasis, Endolysosome, Vasculature, Apoptosis
GO Term: Positive Regulation Of Synoviocyte Proliferation -> Biodomain: Immune Response, Cell Cycle, Unknown, Vasculature, Apoptosis
GO Term: Response To Peptide -> Biodomain: Immune Response, APP Metabolism, Proteostasis, Endolysosome, Synapse
GO Term: Cellular Response To Peptide -> Biodomain: Proteostasis, Immune Response, Endolysosome, Autophagy, Synapse
GO Term: Response To Ketone -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Calcium Ion Export -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Apoptosis, Synapse, Proteostasis
GO Term: Quinone Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Quinone Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Regulation Of Superoxide Dismutase Activity -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Immune Response
GO Term: Positive Regulation Of Superoxide Dismutase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Apoptosis
GO Term: Regulation Of Mitotic Spindle Assembly -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Nucleotide Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Synapse, Immune Response, Endolysosome
GO Term: Sulfur Compound Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis, Lipid Metabolism
GO Term: Arsenate Ion Transmembrane Transport -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis, Proteostasis, Endolysosome
GO Term: Glutathione Derivative Biosynthetic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Proton Binding -> Biodomain: Mitochondrial Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Cannabinoid Biosynthetic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis, Synapse
GO Term: Cellular Response To Oxygen-Containing Compound -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Endolysosome, Immune Response
GO Term: Mesenchymal Cell Differentiation Involved In Bone Development -> Biodomain: Structural Stabilization, Immune Response, Cell Cycle, Unknown, Proteostasis
GO Term: Leptomycin B Binding -> Biodomain: Proteostasis, Tau Homeostasis, Oxidative Stress, Autophagy, APP Metabolism
GO Term: Negative Regulation Of Cell Proliferation Involved In Kidney Development -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Structural Stabilization, Unknown
GO Term: Positive Regulation Of Cell Proliferation Involved In Kidney Development -> Biodomain: Unknown, Cell Cycle, Structural Stabilization, Vasculature, Immune Response
GO Term: Positive Regulation Of Platelet Aggregation -> Biodomain: Vasculature, Immune Response, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Quercetin Catabolic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Immune Response
GO Term: Regulation Of Myoblast Fusion -> Biodomain: Structural Stabilization, Synapse, Proteostasis, Cell Cycle, Unknown
GO Term: Negative Regulation Of Myoblast Fusion -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis, Autophagy
GO Term: Positive Regulation Of Myoblast Fusion -> Biodomain: Synapse, Structural Stabilization, Unknown, Unknown, Unknown
GO Term: Leukotriene D4 Catabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Endolysosome, Autophagy
GO Term: Leukotriene D4 Biosynthetic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Vasculature, Proteostasis
GO Term: Leukotriene A4 Metabolic Process -> Biodomain: Immune Response, Lipid Metabolism, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Leukotriene A4 Biosynthetic Process -> Biodomain: Immune Response, Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Endolysosome
GO Term: Benzoyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Unknown
GO Term: Regulation Of Signal Transduction By P53 Class Mediator -> Biodomain: Apoptosis, DNA Repair, Proteostasis, Cell Cycle, Oxidative Stress
GO Term: Negative Regulation Of Signal Transduction By P53 Class Mediator -> Biodomain: Apoptosis, Cell Cycle, DNA Repair, Proteostasis, Oxidative Stress
GO Term: Positive Regulation Of Signal Transduction By P53 Class Mediator -> Biodomain: Apoptosis, Cell Cycle, DNA Repair, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Proteasomal Protein Catabolic Process -> Biodomain: Proteostasis, APP Metabolism, Tau Homeostasis, Autophagy, Oxidative Stress
GO Term: Positive Regulation Of Proteasomal Protein Catabolic Process -> Biodomain: Proteostasis, APP Metabolism, Autophagy, Tau Homeostasis, Endolysosome
GO Term: Beta-Glucoside Catabolic Process -> Biodomain: Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Autophagy, Endolysosome
GO Term: Beta-Carotene Metabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Immune Response, Synapse, APP Metabolism
GO Term: Zeaxanthin Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Autophagy, Mitochondrial Metabolism, Proteostasis
GO Term: Zeaxanthin Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Immune Response
GO Term: Positive Regulation Of Deadenylation-Independent Decapping Of Nuclear-Transcribed Mrna -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Transcription Of Nucleolar Large Rrna By Rna Polymerase I -> Biodomain: Epigenetic, Proteostasis, Cell Cycle, Mitochondrial Metabolism, APP Metabolism
GO Term: Negative Regulation Of Transcription Of Nucleolar Large Rrna By Rna Polymerase I -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Transcription Of Nucleolar Large Rrna By Rna Polymerase I -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Negative Regulation Of High Voltage-Gated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
