Running with TEMP=0.5, sub_array_index=34
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 34: rows 16500 to 16999
GO Term: Negative Regulation Of Potassium Ion Transmembrane Transporter Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Erbb Signaling Pathway -> Biodomain: Synapse, Immune Response, Proteostasis, Apoptosis, Tau Homeostasis
GO Term: Negative Regulation Of Ephrin Receptor Signaling Pathway -> Biodomain: Synapse, Immune Response, Structural Stabilization, APP Metabolism, Proteostasis
GO Term: Positive Regulation Of Ephrin Receptor Signaling Pathway -> Biodomain: Synapse, Structural Stabilization, Immune Response, Vasculature, Proteostasis
GO Term: Negative Regulation Of Formation Of Translation Preinitiation Complex -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Extracellular Matrix Assembly -> Biodomain: Structural Stabilization, Immune Response, Proteostasis, Vasculature, Lipid Metabolism
GO Term: Negative Regulation Of Extracellular Matrix Assembly -> Biodomain: Structural Stabilization, Vasculature, Synapse, Immune Response, Proteostasis
GO Term: Positive Regulation Of Extracellular Matrix Assembly -> Biodomain: Vasculature, Structural Stabilization, Immune Response, Proteostasis, Endolysosome
GO Term: Regulation Of Heart Looping -> Biodomain: Vasculature, Structural Stabilization, Proteostasis, Autophagy, Immune Response
GO Term: Negative Regulation Of Heart Looping -> Biodomain: Vasculature, Structural Stabilization, Epigenetic, Immune Response, Proteostasis
GO Term: Negative Regulation Of Cardiac Chamber Formation -> Biodomain: Vasculature, Structural Stabilization, Apoptosis, Immune Response, Endolysosome
GO Term: Regulation Of Non-Canonical Nf-Kappab Signal Transduction -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Synapse
GO Term: Negative Regulation Of Non-Canonical Nf-Kappab Signal Transduction -> Biodomain: Immune Response, Apoptosis, Proteostasis, Oxidative Stress, Synapse
GO Term: Positive Regulation Of Non-Canonical Nf-Kappab Signal Transduction -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Synapse
GO Term: (R)-Carnitine Transmembrane Transporter Activity -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Autophagy
GO Term: Negative Regulation Of Lung Ciliated Cell Differentiation -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Apoptosis, Immune Response
GO Term: Positive Regulation Of Lung Ciliated Cell Differentiation -> Biodomain: Proteostasis, Autophagy, Cell Cycle, Apoptosis, Immune Response
GO Term: Positive Regulation Of Lung Goblet Cell Differentiation -> Biodomain: Immune Response, Endolysosome, Autophagy, Oxidative Stress, Proteostasis
GO Term: Negative Regulation Of Intracellular Transport Of Viral Material -> Biodomain: Immune Response, Endolysosome, Proteostasis, Autophagy, Apoptosis
GO Term: Positive Regulation Of Intracellular Transport Of Viral Material -> Biodomain: Immune Response, Proteostasis, Endolysosome, Autophagy, Apoptosis
GO Term: Nucleotide-Excision Repair Involved In Interstrand Cross-Link Repair -> Biodomain: DNA Repair, Oxidative Stress, Apoptosis, Response to Stress, Proteostasis
GO Term: Regulation Of Macrophage Colony-Stimulating Factor Production -> Biodomain: Immune Response, Synapse, Endolysosome, Proteostasis, APP Metabolism
GO Term: Negative Regulation Of Macrophage Colony-Stimulating Factor Production -> Biodomain: Immune Response, APP Metabolism, Proteostasis, Endolysosome, Synapse
GO Term: Positive Regulation Of Macrophage Colony-Stimulating Factor Production -> Biodomain: Immune Response, Endolysosome, Proteostasis, APP Metabolism, Synapse
GO Term: Carbohydrate Derivative Transport -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Endolysosome, Oxidative Stress
GO Term: Tartrate Metabolic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis, Oxidative Stress, Proteostasis
GO Term: Succinyl-Coa Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Succinyl-Coa Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy
GO Term: Negative Regulation Of Double-Strand Break Repair Via Single-Strand Annealing -> Biodomain: DNA Repair, Apoptosis, Cell Cycle, Oxidative Stress, Proteostasis
GO Term: Nucleoside Phosphate Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Proteostasis, Apoptosis
GO Term: Nucleoside Phosphate Biosynthetic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Autophagy, Cell Cycle, Proteostasis
GO Term: Negative Regulation Of Hydrogen Peroxide-Mediated Programmed Cell Death -> Biodomain: Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis
GO Term: Positive Regulation Of Hydrogen Peroxide-Mediated Programmed Cell Death -> Biodomain: Oxidative Stress, Apoptosis, Mitochondrial Metabolism, Proteostasis, Metal Binding and Homeostasis
GO Term: Regulation Of Cargo Loading Into Copii-Coated Vesicle -> Biodomain: Proteostasis, Autophagy, Endolysosome, APP Metabolism, Synapse
GO Term: Negative Regulation Of Cargo Loading Into Copii-Coated Vesicle -> Biodomain: Proteostasis, APP Metabolism, Autophagy, Endolysosome, Synapse
GO Term: Positive Regulation Of Spermidine Biosynthetic Process -> Biodomain: Autophagy, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress
GO Term: Regulation Of Flagellated Sperm Motility -> Biodomain: Tau Homeostasis, Structural Stabilization, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Negative Regulation Of Flagellated Sperm Motility -> Biodomain: Tau Homeostasis, Structural Stabilization, Proteostasis, Autophagy, Cell Cycle
GO Term: Response To Tacrolimus -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Mitochondrial Metabolism
GO Term: Regulation Of Odontoblast Differentiation -> Biodomain: Structural Stabilization, Cell Cycle, Autophagy, Epigenetic, Tau Homeostasis
GO Term: Negative Regulation Of Odontoblast Differentiation -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Autophagy, Structural Stabilization
GO Term: Positive Regulation Of Odontoblast Differentiation -> Biodomain: Cell Cycle, Structural Stabilization, Apoptosis, Proteostasis, Epigenetic
GO Term: Lactone Catabolic Process -> Biodomain: Proteostasis, Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Endolysosome
GO Term: Negative Regulation Of Store-Operated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Store-Operated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Vasculature Development -> Biodomain: Vasculature, Immune Response, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Vasculature Development -> Biodomain: Vasculature, Immune Response, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Negative Regulation Of Vasculature Development Involved In Avascular Cornea Development In Camera-Type Eye -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Proteostasis, Endolysosome
GO Term: Response To Rapamycin -> Biodomain: Autophagy, Proteostasis, Tau Homeostasis, APP Metabolism, Oxidative Stress
GO Term: Heterocyclic Compound Binding -> Biodomain: APP Metabolism, Proteostasis, Oxidative Stress, Mitochondrial Metabolism, Metal Binding and Homeostasis
GO Term: Lipid Hydroperoxide Transport -> Biodomain: Oxidative Stress, Lipid Metabolism, Endolysosome, Proteostasis, Mitochondrial Metabolism
GO Term: Regulation Of Potassium Ion Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Negative Regulation Of Potassium Ion Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Structural Stabilization
GO Term: Positive Regulation Of Potassium Ion Transmembrane Transport -> Biodomain: Synapse, Proteostasis, Oxidative Stress, Metal Binding and Homeostasis, Tau Homeostasis
GO Term: Regulation Of Chorionic Trophoblast Cell Proliferation -> Biodomain: Cell Cycle, Apoptosis, Immune Response, Proteostasis, Structural Stabilization
GO Term: Negative Regulation Of Chorionic Trophoblast Cell Proliferation -> Biodomain: Cell Cycle, Apoptosis, Structural Stabilization, Proteostasis, Immune Response
GO Term: Positive Regulation Of Chorionic Trophoblast Cell Proliferation -> Biodomain: Cell Cycle, Apoptosis, Proteostasis, Autophagy, Immune Response
GO Term: Regulation Of Voltage-Gated Calcium Channel Activity -> Biodomain: Synapse, Proteostasis, Apoptosis, Oxidative Stress, Structural Stabilization
GO Term: Negative Regulation Of Voltage-Gated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Voltage-Gated Calcium Channel Activity -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Azole Transmembrane Transporter Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Endolysosome, Lipid Metabolism
GO Term: Pyruvate Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Lipid Metabolism
GO Term: Oleate Transmembrane Transporter Activity -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Autophagy, Endolysosome, Proteostasis
GO Term: Negative Regulation Of Lymphangiogenesis -> Biodomain: Vasculature, Immune Response, Endolysosome, Proteostasis, Lipid Metabolism
GO Term: Positive Regulation Of Lymphangiogenesis -> Biodomain: Vasculature, Immune Response, Autophagy, Endolysosome, Oxidative Stress
GO Term: Regulation Of Cysteine Metabolic Process -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Response To Diphenyl Ether -> Biodomain: Oxidative Stress, Immune Response, Proteostasis, Autophagy, Apoptosis
GO Term: Carbohydrate Derivative Transmembrane Transporter Activity -> Biodomain: APP Metabolism, Endolysosome, Proteostasis, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Regulation Of Endothelial Tube Morphogenesis -> Biodomain: Vasculature, Oxidative Stress, Immune Response, Proteostasis, Lipid Metabolism
GO Term: Regulation Of Mitophagy -> Biodomain: Autophagy, Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Negative Regulation Of Mitophagy -> Biodomain: Autophagy, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, APP Metabolism
GO Term: Positive Regulation Of Mitophagy -> Biodomain: Autophagy, Mitochondrial Metabolism, Proteostasis, Oxidative Stress, Apoptosis
GO Term: Positive Regulation Of Anion Channel Activity -> Biodomain: Synapse, Tau Homeostasis, Oxidative Stress, Proteostasis, Endolysosome
GO Term: Regulation Of Hematopoietic Progenitor Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Proteostasis, Endolysosome, Apoptosis
GO Term: Negative Regulation Of Hematopoietic Progenitor Cell Differentiation -> Biodomain: Immune Response, Vasculature, Cell Cycle, Apoptosis, Epigenetic
GO Term: Positive Regulation Of Hematopoietic Progenitor Cell Differentiation -> Biodomain: Immune Response, Cell Cycle, Endolysosome, Apoptosis, Proteostasis
GO Term: Response To Fenofibrate -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Immune Response, APP Metabolism
GO Term: Response To Metformin -> Biodomain: Mitochondrial Metabolism, Autophagy, Oxidative Stress, Proteostasis, Tau Homeostasis
GO Term: Response To Paraquat -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis, Lipid Metabolism
GO Term: Fatty Acid Derivative Metabolic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Endolysosome, Proteostasis
GO Term: Fatty Acid Derivative Biosynthetic Process -> Biodomain: Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Immune Response, Proteostasis
GO Term: Fatty Acid Derivative Transport -> Biodomain: Lipid Metabolism, Endolysosome, Oxidative Stress, Immune Response, Vasculature
GO Term: Dendritic Microtubule -> Biodomain: Tau Homeostasis, Synapse, Structural Stabilization, Proteostasis, Autophagy
GO Term: Response To Capsazepine -> Biodomain: Immune Response, Oxidative Stress, Autophagy, Apoptosis, Proteostasis
GO Term: Alpha-Amino Acid Metabolic Process -> Biodomain: Proteostasis, Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy
GO Term: Positive Regulation Of Vesicle Transport Along Microtubule -> Biodomain: Synapse, Endolysosome, Proteostasis, Autophagy, APP Metabolism
GO Term: Phosphatidylglycerol Binding -> Biodomain: Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy, Endolysosome
GO Term: Cardiolipin Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Oxidative Stress, Proteostasis, Apoptosis
GO Term: Negative Regulation Of Smoothened Signaling Pathway Involved In Dorsal/Ventral Neural Tube Patterning -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Cell Cycle, APP Metabolism
GO Term: Regulation Of Lymphocyte Chemotaxis -> Biodomain: Immune Response, Vasculature, Endolysosome, Proteostasis, Oxidative Stress
GO Term: Negative Regulation Of Lymphocyte Chemotaxis -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Cellular Response To Ergosterol -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, Mitochondrial Metabolism
GO Term: Regulation Of Postsynaptic Membrane Organization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Immune Response, Endolysosome
GO Term: Negative Regulation Of Postsynaptic Membrane Organization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Tau Homeostasis
GO Term: Positive Regulation Of Presynaptic Membrane Organization -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Autophagy, Endolysosome
GO Term: Nucleoside Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Synapse, Immune Response, Autophagy
GO Term: Negative Regulation Of Synoviocyte Proliferation -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Autophagy
GO Term: Positive Regulation Of Synoviocyte Proliferation -> Biodomain: Immune Response, Vasculature, Proteostasis, Cell Cycle, Autophagy
GO Term: Response To Peptide -> Biodomain: APP Metabolism, Proteostasis, Immune Response, Oxidative Stress, Endolysosome
GO Term: Cellular Response To Peptide -> Biodomain: APP Metabolism, Proteostasis, Endolysosome, Immune Response, Synapse
GO Term: Response To Ketone -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Autophagy, Synapse
GO Term: Calcium Ion Export -> Biodomain: Oxidative Stress, Synapse, Tau Homeostasis, Apoptosis, Proteostasis
GO Term: Quinone Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Quinone Catabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Lipid Metabolism, Autophagy
GO Term: Regulation Of Superoxide Dismutase Activity -> Biodomain: Oxidative Stress, Metal Binding and Homeostasis, Mitochondrial Metabolism, Proteostasis, Tau Homeostasis
GO Term: Positive Regulation Of Superoxide Dismutase Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Tau Homeostasis, Metal Binding and Homeostasis
GO Term: Regulation Of Mitotic Spindle Assembly -> Biodomain: Cell Cycle, Tau Homeostasis, Apoptosis, Structural Stabilization, Autophagy
GO Term: Nucleotide Transmembrane Transport -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Proteostasis, Autophagy, Endolysosome
GO Term: Sulfur Compound Transmembrane Transporter Activity -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Metal Binding and Homeostasis
GO Term: Arsenate Ion Transmembrane Transport -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Endolysosome
GO Term: Glutathione Derivative Biosynthetic Process -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Lipid Metabolism, Immune Response
GO Term: Proton Binding -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Metal Binding and Homeostasis, Endolysosome, Proteostasis
GO Term: Cannabinoid Biosynthetic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis, Synapse
GO Term: Cellular Response To Oxygen-Containing Compound -> Biodomain: Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Apoptosis, Autophagy
GO Term: Mesenchymal Cell Differentiation Involved In Bone Development -> Biodomain: Immune Response, Structural Stabilization, Autophagy, Vasculature, Apoptosis
GO Term: Leptomycin B Binding -> Biodomain: Proteostasis, Tau Homeostasis, APP Metabolism, Autophagy, Epigenetic
GO Term: Negative Regulation Of Cell Proliferation Involved In Kidney Development -> Biodomain: Cell Cycle, Apoptosis, Immune Response, Structural Stabilization, Epigenetic
GO Term: Positive Regulation Of Cell Proliferation Involved In Kidney Development -> Biodomain: Cell Cycle, Structural Stabilization, Proteostasis, Immune Response, Apoptosis
GO Term: Positive Regulation Of Platelet Aggregation -> Biodomain: Vasculature, Immune Response, Structural Stabilization, Apoptosis, Endolysosome
GO Term: Quercetin Catabolic Process -> Biodomain: Oxidative Stress, Lipid Metabolism, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Regulation Of Myoblast Fusion -> Biodomain: Proteostasis, Autophagy, Apoptosis, Synapse, Structural Stabilization
GO Term: Negative Regulation Of Myoblast Fusion -> Biodomain: Proteostasis, Autophagy, Apoptosis, Synapse, Structural Stabilization
GO Term: Positive Regulation Of Myoblast Fusion -> Biodomain: Synapse, Proteostasis, Cell Cycle, Apoptosis, Structural Stabilization
GO Term: Leukotriene D4 Catabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Proteostasis, APP Metabolism
GO Term: Leukotriene D4 Biosynthetic Process -> Biodomain: Immune Response, Lipid Metabolism, Oxidative Stress, Proteostasis, Vasculature
GO Term: Leukotriene A4 Metabolic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, Vasculature, Proteostasis
GO Term: Leukotriene A4 Biosynthetic Process -> Biodomain: Lipid Metabolism, Immune Response, Oxidative Stress, APP Metabolism, Proteostasis
GO Term: Benzoyl-Coa Metabolic Process -> Biodomain: Mitochondrial Metabolism, Oxidative Stress, Lipid Metabolism, Proteostasis, Autophagy
GO Term: Regulation Of Signal Transduction By P53 Class Mediator -> Biodomain: Apoptosis, Oxidative Stress, Proteostasis, Autophagy, DNA Repair
GO Term: Negative Regulation Of Signal Transduction By P53 Class Mediator -> Biodomain: Apoptosis, DNA Repair, Oxidative Stress, Proteostasis, Immune Response
GO Term: Positive Regulation Of Signal Transduction By P53 Class Mediator -> Biodomain: Apoptosis, DNA Repair, Oxidative Stress, Proteostasis, Cell Cycle
GO Term: Negative Regulation Of Proteasomal Protein Catabolic Process -> Biodomain: Proteostasis, Tau Homeostasis, Autophagy, APP Metabolism, Oxidative Stress
GO Term: Positive Regulation Of Proteasomal Protein Catabolic Process -> Biodomain: Proteostasis, APP Metabolism, Autophagy, Tau Homeostasis, Synapse
GO Term: Beta-Glucoside Catabolic Process -> Biodomain: Lipid Metabolism, Endolysosome, Proteostasis, Autophagy, APP Metabolism
GO Term: Beta-Carotene Metabolic Process -> Biodomain: Oxidative Stress, Lipid Metabolism, Mitochondrial Metabolism, Epigenetic, Autophagy
GO Term: Zeaxanthin Catabolic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Zeaxanthin Biosynthetic Process -> Biodomain: Lipid Metabolism, Oxidative Stress, Mitochondrial Metabolism, Structural Stabilization, Proteostasis
GO Term: Positive Regulation Of Deadenylation-Independent Decapping Of Nuclear-Transcribed Mrna -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Regulation Of Transcription Of Nucleolar Large Rrna By Rna Polymerase I -> Biodomain: Epigenetic, RNA Spliceosome, Proteostasis, Synapse, Mitochondrial Metabolism
GO Term: Negative Regulation Of Transcription Of Nucleolar Large Rrna By Rna Polymerase I -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
GO Term: Positive Regulation Of Transcription Of Nucleolar Large Rrna By Rna Polymerase I -> Biodomain: ERROR: Error code: 400 - {'error': {'message': "The length of your prompt exceeds the model's max input limit 65536. Please reduce the length of your prompt and try again.", 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_request_error'}}
