Running with TEMP=0.9, sub_array_index=5
Changed working directory to: /panfs/compbio/users/xran2/wen/JX/02-AI-BioDomain/git_folder
Processing array index 5: rows 2000 to 2499
GO Term: Endopeptidase Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Apoptosis, Immune Response
GO Term: Transmembrane Receptor Protein Tyrosine Phosphatase Activity -> Biodomain: Proteostasis, Synapse, Immune Response, Cell Cycle, Structural Stabilization
GO Term: Ephrin Receptor Activity -> Biodomain: Synapse, Vasculature, Cell Cycle, Structural Stabilization, Myelination
GO Term: Gpi-Linked Ephrin Receptor Activity -> Biodomain: Synapse, Vasculature, Structural Stabilization, Lipid Metabolism, Proteostasis
GO Term: Transmembrane-Ephrin Receptor Activity -> Biodomain: Synapse, Vasculature, Proteostasis, Immune Response, Structural Stabilization
GO Term: Epidermal Growth Factor Receptor Activity -> Biodomain: Cell Cycle, Vasculature, Immune Response, Endolysosome, Apoptosis
GO Term: Fibroblast Growth Factor Receptor Activity -> Biodomain: Vasculature, Proteostasis, Cell Cycle, Structural Stabilization, Immune Response
GO Term: Hepatocyte Growth Factor Receptor Activity -> Biodomain: Signaling, Kinase, Tyrosine Kinase/R, Cell Growth/Differentiation, Cell Motility/Adhesion
GO Term: Insulin Receptor Activity -> Biodomain: Lipid Metabolism, Cell Cycle, Endolysosome, Proteostasis, Autophagy
GO Term: Insulin-Like Growth Factor Receptor Activity -> Biodomain: Cell Cycle, Apoptosis, Vasculature, Autophagy, Synapse
GO Term: Macrophage Colony-Stimulating Factor Receptor Activity -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, Cell Cycle
GO Term: Platelet-Derived Growth Factor Receptor Activity -> Biodomain: Vasculature, Cell Cycle, Immune Response, Structural Stabilization, Apoptosis
GO Term: Platelet-Derived Growth Factor Alpha-Receptor Activity -> Biodomain: Vasculature, Cell Cycle, Proteostasis, Immune Response, Structural Stabilization
GO Term: Platelet-Derived Growth Factor Beta-Receptor Activity -> Biodomain: Vasculature, Cell Cycle, Structural Stabilization, Proteostasis, Immune Response
GO Term: Stem Cell Factor Receptor Activity -> Biodomain: Immune Response, Cell Cycle, Proteostasis, Apoptosis, Epigenetic
GO Term: Vascular Endothelial Growth Factor Receptor Activity -> Biodomain: Vasculature, Proteostasis, Immune Response, Apoptosis, Oxidative Stress
GO Term: Transforming Growth Factor Beta Receptor Activity -> Biodomain: Immune Response, Apoptosis, Autophagy, Cell Cycle, Proteostasis
GO Term: Transforming Growth Factor Beta Receptor Activity, Type I -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Vasculature
GO Term: Transforming Growth Factor Beta Receptor Activity, Type Ii -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Structural Stabilization
GO Term: Neurotrophin Receptor Activity -> Biodomain: Synapse, Apoptosis, Proteostasis, Cell Cycle, Immune Response
GO Term: Tumor Necrosis Factor Receptor Activity -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Proteostasis, Autophagy
GO Term: Osmosensor Activity -> Biodomain: Oxidative Stress, Proteostasis, Mitochondrial Metabolism, Endolysosome, Metal Binding and Homeostasis
GO Term: Death Receptor Activity -> Biodomain: Apoptosis, Immune Response, Proteostasis, Cell Cycle, Oxidative Stress
GO Term: Low-Density Lipoprotein Particle Receptor Activity -> Biodomain: Lipid Metabolism, Endolysosome, Vasculature, Proteostasis, Autophagy
GO Term: Netrin Receptor Activity -> Biodomain: Synapse, Structural Stabilization, Vasculature, Immune Response, Apoptosis
GO Term: Netrin Receptor Activity Involved In Chemorepulsion -> Biodomain: Synapse, Structural Stabilization, Proteostasis, Immune Response, Vasculature
GO Term: Scavenger Receptor Activity -> Biodomain: Immune Response, Endolysosome, Lipid Metabolism, Proteostasis, Apoptosis
GO Term: Kdel Sequence Binding -> Biodomain: Proteostasis, Endolysosome, Autophagy, Structural Stabilization, Apoptosis
GO Term: Signal Recognition Particle Binding -> Biodomain: Proteostasis, RNA Spliceosome, Structural Stabilization, Endolysosome, Lipid Metabolism
GO Term: Signal Sequence Binding -> Biodomain: Proteostasis, Endolysosome, Synapse, APP Metabolism, Structural Stabilization
GO Term: Nuclear Export Signal Receptor Activity -> Biodomain: Proteostasis, Epigenetic, Autophagy, RNA Spliceosome, Cell Cycle
GO Term: Peroxisome Matrix Targeting Signal-1 Binding -> Biodomain: Lipid Metabolism, Oxidative Stress, Proteostasis, Autophagy, Apoptosis
GO Term: Peroxisome Matrix Targeting Signal-2 Binding -> Biodomain: Proteostasis, Lipid Metabolism, Mitochondrial Metabolism, Oxidative Stress, Autophagy
GO Term: Laminin Receptor Activity -> Biodomain: Structural Stabilization, Vasculature, Proteostasis, Autophagy, Immune Response
GO Term: Transmembrane Receptor Protein Tyrosine Kinase Adaptor Activity -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Cell Cycle, Immune Response
GO Term: Map-Kinase Scaffold Activity -> Biodomain: Signaling Pathway, Structural Stabilization, Proteostasis, Cell Cycle, Epigenetic
GO Term: Protein Kinase C Binding -> Biodomain: Signal Transduction, Lipid Metabolism, Immune Response, Apoptosis, Cell Cycle
GO Term: Guanyl-Nucleotide Exchange Factor Activity -> Biodomain: Proteostasis, Cell Cycle, Immune Response, Synapse, Autophagy
GO Term: Guanyl-Nucleotide Exchange Factor Adaptor Activity -> Biodomain: Proteostasis, Structural Stabilization, Autophagy, Cell Cycle, Immune Response
GO Term: Gdp-Dissociation Inhibitor Activity -> Biodomain: Proteostasis, Structural Stabilization, Mitochondrial Metabolism, Cell Cycle, Synapse
GO Term: Rab Gdp-Dissociation Inhibitor Activity -> Biodomain: Proteostasis, Endolysosome, Autophagy, Lipid Metabolism, Mitochondrial Metabolism
GO Term: Rho Gdp-Dissociation Inhibitor Activity -> Biodomain: Proteostasis, Structural Stabilization, Cell Cycle, Autophagy, Apoptosis
GO Term: Gtpase Inhibitor Activity -> Biodomain: Proteostasis, Structural Stabilization, Apoptosis, Autophagy, Cell Cycle
GO Term: Gtpase Activator Activity -> Biodomain: Proteostasis, Synapse, Autophagy, Cell Cycle, Structural Stabilization
GO Term: Signaling Receptor Binding -> Biodomain: Immune Response, Synapse, Vasculature, Proteostasis, Apoptosis
GO Term: Fibroblast Growth Factor Receptor Binding -> Biodomain: Vasculature, Cell Cycle, Apoptosis, Immune Response, Endolysosome
GO Term: Type 1 Fibroblast Growth Factor Receptor Binding -> Biodomain: Vasculature, Cell Cycle, Structural Stabilization, Autophagy, Endolysosome
GO Term: Frizzled Binding -> Biodomain: Proteostasis, Synapse, Cell Cycle, Apoptosis, Structural Stabilization
GO Term: Type 2 Fibroblast Growth Factor Receptor Binding -> Biodomain: Signaling Receptor Binding, Growth Factor Receptor Binding, Fibroblast Growth Factor Receptor Binding, Protein Binding, Binding
GO Term: Notch Binding -> Biodomain: Immune Response, Proteostasis, Synapse, Structural Stabilization, Vasculature
GO Term: Patched Binding -> Biodomain: Proteostasis, Cell Cycle, Apoptosis, Structural Stabilization, Lipid Metabolism
GO Term: Type Ii Transforming Growth Factor Beta Receptor Binding -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Vasculature
GO Term: Receptor Tyrosine Kinase-Like Orphan Receptor Binding -> Biodomain: Immune Response, Synapse, Proteostasis, Structural Stabilization, Vasculature
GO Term: Smoothened Binding -> Biodomain: Proteostasis,Lipid Metabolism,Epigenetic,Autophagy,Synapse
GO Term: Toll Binding -> Biodomain: Immune Response, Endolysosome, Proteostasis, Apoptosis, Autophagy
GO Term: Death Receptor Binding -> Biodomain: Apoptosis, Immune Response, Proteostasis, Autophagy, Cell Cycle
GO Term: Scavenger Receptor Binding -> Biodomain: Immune Response, Endolysosome, Proteostasis, Lipid Metabolism, Apoptosis
GO Term: Cytokine Activity -> Biodomain: Immune Response, Autophagy, Apoptosis, Proteostasis, Mitochondrial Metabolism
GO Term: Cytokine Receptor Binding -> Biodomain: Immune Response, Proteostasis, Apoptosis, Cell Cycle, Endolysosome
GO Term: Ciliary Neurotrophic Factor Receptor Binding -> Biodomain: Immune Response, Synapse, Proteostasis, Structural Stabilization, Apoptosis
GO Term: Erythropoietin Receptor Binding -> Biodomain: Immune Response, Vasculature, Proteostasis, Structural Stabilization, Mitochondrial Metabolism
GO Term: Granulocyte Macrophage Colony-Stimulating Factor Receptor Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Autophagy
GO Term: Granulocyte Colony-Stimulating Factor Receptor Binding -> Biodomain: Immune Response, Cell Cycle, Proteostasis, Vasculature, Lipid Metabolism
GO Term: Growth Hormone Receptor Binding -> Biodomain: Immune Response, Hormone Receptor Binding, Cell Cycle, Proteostasis, Autophagy
GO Term: Type I Interferon Receptor Binding -> Biodomain: Immune Response, Proteostasis, Autophagy, Apoptosis, Endolysosome
GO Term: Type Ii Interferon Receptor Binding -> Biodomain: Immune Response, Proteostasis, Apoptosis, Autophagy, Oxidative Stress
GO Term: Interleukin-2 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Autophagy
GO Term: Interleukin-3 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Autophagy
GO Term: Interleukin-4 Receptor Binding -> Biodomain: Immune Response, Proteostasis, Apoptosis, Oxidative Stress, Vasculature
GO Term: Interleukin-5 Receptor Binding -> Biodomain: Immune Response, Signaling, Inflammation, Receptor Binding, Cytokine Signaling
GO Term: Interleukin-6 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Cell Cycle, Endolysosome
GO Term: Interleukin-7 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Autophagy, Epigenetic
GO Term: Interleukin-9 Receptor Binding -> Biodomain: Immune Response, Cytokine Signaling, Inflammation, Cell Signaling, Growth Factor Signaling
GO Term: Interleukin-10 Receptor Binding -> Biodomain: Immune Response, Proteostasis, Endolysosome, Apoptosis, Vasculature
GO Term: Interleukin-11 Receptor Binding -> Biodomain: Immune Response, Vasculature, Cell Cycle, Apoptosis, Autophagy
GO Term: Interleukin-12 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Autophagy, Proteostasis, Endolysosome
GO Term: Interleukin-13 Receptor Binding -> Biodomain: Immune Response, Proteostasis, Apoptosis, Autophagy, Cell Cycle
GO Term: Leukemia Inhibitory Factor Receptor Binding -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Vasculature
GO Term: Oncostatin-M Receptor Binding -> Biodomain: Immune Response, Proteostasis, Apoptosis, Autophagy, Oxidative Stress
GO Term: Prolactin Receptor Binding -> Biodomain: Immune Response, Lipid Metabolism, Cell Cycle, Endolysosome, Proteostasis
GO Term: Interleukin-1 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Proteostasis, Autophagy, Endolysosome
GO Term: Interleukin-1, Type I Receptor Binding -> Biodomain: Immune Response, Cytokine Signaling, Inflammation, Proteostasis, Cell Signaling
GO Term: Interleukin-1, Type Ii Receptor Binding -> Biodomain: Immune Response, Cytokine Signaling, Receptor Binding, Inflammation, Cell Signaling
GO Term: Interleukin-1 Receptor Antagonist Activity -> Biodomain: Immune Response, Apoptosis, Proteostasis, Endolysosome, Autophagy
GO Term: Interleukin-8 Receptor Binding -> Biodomain: Immune Response, Vasculature, Apoptosis, Oxidative Stress, Endolysosome
GO Term: Epidermal Growth Factor Receptor Binding -> Biodomain: Proteostasis, Apoptosis, Cell Cycle, Immune Response, Endolysosome
GO Term: Macrophage Colony-Stimulating Factor Receptor Binding -> Biodomain: Immune Response, Apoptosis, Oxidative Stress, Vasculature, Proteostasis
GO Term: Insulin Receptor Binding -> Biodomain: Mitochondrial Metabolism, Lipid Metabolism, Proteostasis, Oxidative Stress, Endolysosome
GO Term: Insulin-Like Growth Factor Receptor Binding -> Biodomain: Signaling,Growth Factor,Receptor Binding,Metabolism,Cell Cycle
GO Term: Transforming Growth Factor Beta Receptor Binding -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Structural Stabilization, Proteostasis
GO Term: Platelet-Derived Growth Factor Receptor Binding -> Biodomain: Vasculature, Cell Cycle, Immune Response, Proteostasis, Structural Stabilization
GO Term: Nerve Growth Factor Receptor Binding -> Biodomain: Synapse, Apoptosis, Immune Response, Proteostasis, Structural Stabilization
GO Term: Tumor Necrosis Factor Receptor Binding -> Biodomain: Immune Response, Apoptosis, Cytokine Signaling, Vasculature, Proteostasis
GO Term: Neurotrophin Receptor Binding -> Biodomain: Synapse, Apoptosis, Immune Response, Mitochondrial Metabolism, Oxidative Stress
GO Term: Neurotrophin P75 Receptor Binding -> Biodomain: Synapse, Apoptosis, Structural Stabilization, Proteostasis, Cell Cycle
GO Term: Neurotrophin Trka Receptor Binding -> Biodomain: Synapse, Apoptosis, Proteostasis, Mitochondrial Metabolism, Autophagy
GO Term: Neurotrophin Trkb Receptor Binding -> Biodomain: Synapse, Proteostasis, Structural Stabilization, Autophagy, Mitochondrial Metabolism
GO Term: Neurotrophin Trkc Receptor Binding -> Biodomain: Synapse, Signaling, Proteostasis, Structural Stabilization, Myelination
GO Term: Hepatocyte Growth Factor Receptor Binding -> Biodomain: Vasculature, Cell Cycle, Immune Response, Oxidative Stress, Synapse
GO Term: Vascular Endothelial Growth Factor Receptor Binding -> Biodomain: Vasculature, Immune Response, Cell Cycle, Epigenetic, Lipid Metabolism
GO Term: Stem Cell Factor Receptor Binding -> Biodomain: Immune Response, Cell Cycle, Proteostasis, Autophagy, Apoptosis
GO Term: Cd40 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Autophagy, Endolysosome, Cell Cycle
GO Term: Cd27 Receptor Binding -> Biodomain: Immune Response, Apoptosis, Cell Cycle, Proteostasis, Epigenetic
GO Term: Erbb-2 Class Receptor Binding -> Biodomain: Immune Response, Proteostasis, Synapse, Vasculature, Structural Stabilization
GO Term: Integrin Binding -> Biodomain: Structural Stabilization, Vasculature, Immune Response, Cell Cycle, Apoptosis
GO Term: Hormone Activity -> Biodomain: Lipid Metabolism, Epigenetic, Immune Response, Apoptosis, Vasculature
GO Term: Gonadotropin Hormone-Releasing Hormone Activity -> Biodomain: Signaling Receptor Binding, Receptor Ligand Activity, Signaling Receptor Activator Activity, Molecular Function Regulator Activity, Signaling Receptor Regulator Activity
GO Term: Neuropeptide Hormone Activity -> Biodomain: Synapse, Vasculature, Proteostasis, Immune Response, Endolysosome
GO Term: Neurohypophyseal Hormone Activity -> Biodomain: Vasculature, Synapse, Proteostasis, Structural Stabilization, Oxidative Stress
GO Term: Structural Molecule Activity -> Biodomain: Structural Stabilization, Synapse, Myelination, Proteostasis, Cell Cycle
GO Term: Structural Constituent Of Cytoskeleton -> Biodomain: Structural Stabilization, Proteostasis, Cell Cycle, Synapse, Tau Homeostasis
GO Term: Extracellular Matrix Structural Constituent -> Biodomain: Structural Stabilization, Vasculature, Synapse, Proteostasis, Lipid Metabolism
GO Term: Structural Constituent Of Eye Lens -> Biodomain: Structural Stabilization, Proteostasis, Oxidative Stress, Autophagy, Lipid Metabolism
GO Term: Monoatomic Ion Channel Activity -> Biodomain: Synapse, Metal Binding and Homeostasis, Vasculature, Myelination, Immune Response
GO Term: Intracellularly Ligand-Gated Monoatomic Ion Channel Activity -> Biodomain: Structural Stabilization, Proteostasis, Metal Binding and Homeostasis, Oxidative Stress, Lipid Metabolism
GO Term: Ryanodine-Sensitive Calcium-Release Channel Activity -> Biodomain: Metal Binding and Homeostasis, Oxidative Stress, Mitochondrial Metabolism, Proteostasis, Synapse
GO Term: Inositol 1,4,5-Trisphosphate-Gated Calcium Channel Activity -> Biodomain: Metal Binding and Homeostasis, Lipid Metabolism, Apoptosis, Autophagy, Synapse
